grid_id,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9
71,"('Cleveland Guardians', 'Oakland Athletics')","('Cleveland Guardians', 'Chicago  White Sox')","('Cleveland Guardians', '.300+ AVG Season Batting')","('Minnesota Twins', 'Oakland Athletics')","('Minnesota Twins', 'Chicago  White Sox')","('Minnesota Twins', '.300+ AVG Season Batting')","('New York Yankees', 'Oakland Athletics')","('New York Yankees', 'Chicago  White Sox')","('New York Yankees', '.300+ AVG Season Batting')"
72,"('Arizona Diamondbacks', 'Chicago Cubs')","('Arizona Diamondbacks', 'St. Louis Cardinals')","('Arizona Diamondbacks', '30+ SB Season')","('Washington Nationals', 'Chicago Cubs')","('Washington Nationals', 'St. Louis Cardinals')","('Washington Nationals', '30+ SB Season')","('500+ HR Career Batting', 'Chicago Cubs')","('500+ HR Career Batting', 'St. Louis Cardinals')","('500+ HR Career Batting', '30+ SB Season')"
73,"('Houston Astros', 'Kansas City Royals')","('Houston Astros', 'Atlanta Braves')","('Houston Astros', 'MVP')","('Los Angeles Dodgers', 'Kansas City Royals')","('Los Angeles Dodgers', 'Atlanta Braves')","('Los Angeles Dodgers', 'MVP')","('3000+ Hits Career Batting', 'Kansas City Royals')","('3000+ Hits Career Batting', 'Atlanta Braves')","('3000+ Hits Career Batting', 'MVP')"
74,"('Baltimore Orioles', 'Detroit Tigers')","('Baltimore Orioles', 'San Diego Padres')","('Baltimore Orioles', '200+ K Season Pitching')","('Boston   Red Sox', 'Detroit Tigers')","('Boston   Red Sox', 'San Diego Padres')","('Boston   Red Sox', '200+ K Season Pitching')","('New York Mets', 'Detroit Tigers')","('New York Mets', 'San Diego Padres')","('New York Mets', '200+ K Season Pitching')"
75,"('Cincinnati Reds', 'Los Angeles Angels')","('Cincinnati Reds', 'San Francisco Giants')","('Cincinnati Reds', '30+ HR / 30+ SB Season Batting')","('Cleveland Guardians', 'Los Angeles Angels')","('Cleveland Guardians', 'San Francisco Giants')","('Cleveland Guardians', '30+ HR / 30+ SB Season Batting')","('Milwaukee Brewers', 'Los Angeles Angels')","('Milwaukee Brewers', 'San Francisco Giants')","('Milwaukee Brewers', '30+ HR / 30+ SB Season Batting')"
76,"('Miami Marlins', 'Washington Nationals')","('Miami Marlins', 'Toronto  Blue Jays')","('Miami Marlins', 'Cy Young')","('New York Yankees', 'Washington Nationals')","('New York Yankees', 'Toronto  Blue Jays')","('New York Yankees', 'Cy Young')","('20+ Win Season Pitching', 'Washington Nationals')","('20+ Win Season Pitching', 'Toronto  Blue Jays')","('20+ Win Season Pitching', 'Cy Young')"
77,"('Houston Astros', 'Colorado Rockies')","('Houston Astros', 'Los Angeles Dodgers')","('Houston Astros', '200+ Hits Season Batting')","('St. Louis Cardinals', 'Colorado Rockies')","('St. Louis Cardinals', 'Los Angeles Dodgers')","('St. Louis Cardinals', '200+ Hits Season Batting')","('Minnesota Twins', 'Colorado Rockies')","('Minnesota Twins', 'Los Angeles Dodgers')","('Minnesota Twins', '200+ Hits Season Batting')"
78,"('Arizona Diamondbacks', 'New York Mets')","('Arizona Diamondbacks', 'Oakland Athletics')","('Arizona Diamondbacks', 'Gold Glove')","('Atlanta Braves', 'New York Mets')","('Atlanta Braves', 'Oakland Athletics')","('Atlanta Braves', 'Gold Glove')","('100+ RBI Season Batting', 'New York Mets')","('100+ RBI Season Batting', 'Oakland Athletics')","('100+ RBI Season Batting', 'Gold Glove')"
79,"('Baltimore Orioles', 'Chicago Cubs')","('Baltimore Orioles', 'Texas Rangers')","('Baltimore Orioles', '40+ Save Season Pitching')","('Pittsburgh Pirates', 'Chicago Cubs')","('Pittsburgh Pirates', 'Texas Rangers')","('Pittsburgh Pirates', '40+ Save Season Pitching')","('Seattle Mariners', 'Chicago Cubs')","('Seattle Mariners', 'Texas Rangers')","('Seattle Mariners', '40+ Save Season Pitching')"
80,"('Boston   Red Sox', 'Cincinnati Reds')","('Boston   Red Sox', 'San Diego Padres')","('Boston   Red Sox', 'World Series Champ WS Roster')","('Philadelphia Phillies', 'Cincinnati Reds')","('Philadelphia Phillies', 'San Diego Padres')","('Philadelphia Phillies', 'World Series Champ WS Roster')","('40+ HR Season Batting', 'Cincinnati Reds')","('40+ HR Season Batting', 'San Diego Padres')","('40+ HR Season Batting', 'World Series Champ WS Roster')"
81,"('Los Angeles Angels', 'Detroit Tigers')","('Los Angeles Angels', 'St. Louis Cardinals')","('Los Angeles Angels', '.300+ AVG Season Batting')","('Tampa Bay Rays', 'Detroit Tigers')","('Tampa Bay Rays', 'St. Louis Cardinals')","('Tampa Bay Rays', '.300+ AVG Season Batting')","('20+ Win Season Pitching', 'Detroit Tigers')","('20+ Win Season Pitching', 'St. Louis Cardinals')","('20+ Win Season Pitching', '.300+ AVG Season Batting')"
82,"('Colorado Rockies', 'Arizona Diamondbacks')","('Colorado Rockies', 'Toronto  Blue Jays')","('Colorado Rockies', '30+ HR / 30+ SB Season Batting')","('New York Mets', 'Arizona Diamondbacks')","('New York Mets', 'Toronto  Blue Jays')","('New York Mets', '30+ HR / 30+ SB Season Batting')","('Atlanta Braves', 'Arizona Diamondbacks')","('Atlanta Braves', 'Toronto  Blue Jays')","('Atlanta Braves', '30+ HR / 30+ SB Season Batting')"
83,"('Cincinnati Reds', 'Houston Astros')","('Cincinnati Reds', 'San Francisco Giants')","('Cincinnati Reds', 'MVP')","('Pittsburgh Pirates', 'Houston Astros')","('Pittsburgh Pirates', 'San Francisco Giants')","('Pittsburgh Pirates', 'MVP')","('30+ SB Season', 'Houston Astros')","('30+ SB Season', 'San Francisco Giants')","('30+ SB Season', 'MVP')"
84,"('Chicago  White Sox', 'Los Angeles Dodgers')","('Chicago  White Sox', 'New York Yankees')","('Chicago  White Sox', 'Hall of Fame')","('Milwaukee Brewers', 'Los Angeles Dodgers')","('Milwaukee Brewers', 'New York Yankees')","('Milwaukee Brewers', 'Hall of Fame')","('3000+ K Career Pitching', 'Los Angeles Dodgers')","('3000+ K Career Pitching', 'New York Yankees')","('3000+ K Career Pitching', 'Hall of Fame')"
85,"('Kansas City Royals', 'Boston   Red Sox')","('Kansas City Royals', 'Cleveland Guardians')","('Kansas City Royals', '200+ K Season Pitching')","('Seattle Mariners', 'Boston   Red Sox')","('Seattle Mariners', 'Cleveland Guardians')","('Seattle Mariners', '200+ K Season Pitching')","('Texas Rangers', 'Boston   Red Sox')","('Texas Rangers', 'Cleveland Guardians')","('Texas Rangers', '200+ K Season Pitching')"
86,"('Oakland Athletics', 'Baltimore Orioles')","('Oakland Athletics', 'Minnesota Twins')","('Oakland Athletics', '3000+ Hits Career Batting')","('San Diego Padres', 'Baltimore Orioles')","('San Diego Padres', 'Minnesota Twins')","('San Diego Padres', '3000+ Hits Career Batting')","('500+ HR Career Batting', 'Baltimore Orioles')","('500+ HR Career Batting', 'Minnesota Twins')","('500+ HR Career Batting', '3000+ Hits Career Batting')"
87,"('Los Angeles Angels', 'Washington Nationals')","('Los Angeles Angels', 'Miami Marlins')","('Los Angeles Angels', '20+ Win Season Pitching')","('Chicago Cubs', 'Washington Nationals')","('Chicago Cubs', 'Miami Marlins')","('Chicago Cubs', '20+ Win Season Pitching')","('New York Mets', 'Washington Nationals')","('New York Mets', 'Miami Marlins')","('New York Mets', '20+ Win Season Pitching')"
88,"('Detroit Tigers', 'Toronto  Blue Jays')","('Detroit Tigers', 'Philadelphia Phillies')","('Detroit Tigers', 'Rookie of the Year')","('Tampa Bay Rays', 'Toronto  Blue Jays')","('Tampa Bay Rays', 'Philadelphia Phillies')","('Tampa Bay Rays', 'Rookie of the Year')","('40+ HR Season Batting', 'Toronto  Blue Jays')","('40+ HR Season Batting', 'Philadelphia Phillies')","('40+ HR Season Batting', 'Rookie of the Year')"
89,"('Arizona Diamondbacks', 'Colorado Rockies')","('Arizona Diamondbacks', 'Pittsburgh Pirates')","('Arizona Diamondbacks', '100+ RBI Season Batting')","('Houston Astros', 'Colorado Rockies')","('Houston Astros', 'Pittsburgh Pirates')","('Houston Astros', '100+ RBI Season Batting')","('San Francisco Giants', 'Colorado Rockies')","('San Francisco Giants', 'Pittsburgh Pirates')","('San Francisco Giants', '100+ RBI Season Batting')"
90,"('Kansas City Royals', 'Atlanta Braves')","('Kansas City Royals', 'New York Yankees')","('Kansas City Royals', 'Gold Glove')","('Los Angeles Dodgers', 'Atlanta Braves')","('Los Angeles Dodgers', 'New York Yankees')","('Los Angeles Dodgers', 'Gold Glove')","('300+ Wins Career Pitching', 'Atlanta Braves')","('300+ Wins Career Pitching', 'New York Yankees')","('300+ Wins Career Pitching', 'Gold Glove')"
91,"('Baltimore Orioles', 'St. Louis Cardinals')","('Baltimore Orioles', 'Chicago  White Sox')","('Baltimore Orioles', '200+ Hits Season Batting')","('Cincinnati Reds', 'St. Louis Cardinals')","('Cincinnati Reds', 'Chicago  White Sox')","('Cincinnati Reds', '200+ Hits Season Batting')","('Oakland Athletics', 'St. Louis Cardinals')","('Oakland Athletics', 'Chicago  White Sox')","('Oakland Athletics', '200+ Hits Season Batting')"
92,"('Boston   Red Sox', 'Miami Marlins')","('Boston   Red Sox', 'Milwaukee Brewers')","('Boston   Red Sox', '40+ Save Season Pitching')","('Minnesota Twins', 'Miami Marlins')","('Minnesota Twins', 'Milwaukee Brewers')","('Minnesota Twins', '40+ Save Season Pitching')","('All Star', 'Miami Marlins')","('All Star', 'Milwaukee Brewers')","('All Star', '40+ Save Season Pitching')"
93,"('Baltimore Orioles', 'Chicago Cubs')","('Baltimore Orioles', 'Cleveland Guardians')","('Baltimore Orioles', '.300+ AVG Season Batting')","('New York Mets', 'Chicago Cubs')","('New York Mets', 'Cleveland Guardians')","('New York Mets', '.300+ AVG Season Batting')","('Seattle Mariners', 'Chicago Cubs')","('Seattle Mariners', 'Cleveland Guardians')","('Seattle Mariners', '.300+ AVG Season Batting')"
94,"('Tampa Bay Rays', 'Houston Astros')","('Tampa Bay Rays', 'Los Angeles Dodgers')","('Tampa Bay Rays', '200+ K Season Pitching')","('Philadelphia Phillies', 'Houston Astros')","('Philadelphia Phillies', 'Los Angeles Dodgers')","('Philadelphia Phillies', '200+ K Season Pitching')","('Cy Young', 'Houston Astros')","('Cy Young', 'Los Angeles Dodgers')","('Cy Young', '200+ K Season Pitching')"
95,"('Detroit Tigers', 'Colorado Rockies')","('Detroit Tigers', 'Atlanta Braves')","('Detroit Tigers', '40+ HR Season Batting')","('St. Louis Cardinals', 'Colorado Rockies')","('St. Louis Cardinals', 'Atlanta Braves')","('St. Louis Cardinals', '40+ HR Season Batting')","('New York Yankees', 'Colorado Rockies')","('New York Yankees', 'Atlanta Braves')","('New York Yankees', '40+ HR Season Batting')"
96,"('Pittsburgh Pirates', 'Oakland Athletics')","('Pittsburgh Pirates', 'Toronto  Blue Jays')","('Pittsburgh Pirates', 'MVP')","('San Francisco Giants', 'Oakland Athletics')","('San Francisco Giants', 'Toronto  Blue Jays')","('San Francisco Giants', 'MVP')","('20+ Win Season Pitching', 'Oakland Athletics')","('20+ Win Season Pitching', 'Toronto  Blue Jays')","('20+ Win Season Pitching', 'MVP')"
97,"('Kansas City Royals', 'Washington Nationals')","('Kansas City Royals', 'San Diego Padres')","('Kansas City Royals', '30+ SB Season')","('Texas Rangers', 'Washington Nationals')","('Texas Rangers', 'San Diego Padres')","('Texas Rangers', '30+ SB Season')","('Milwaukee Brewers', 'Washington Nationals')","('Milwaukee Brewers', 'San Diego Padres')","('Milwaukee Brewers', '30+ SB Season')"
98,"('Chicago Cubs', 'Boston   Red Sox')","('Chicago Cubs', 'Cleveland Guardians')","('Chicago Cubs', 'Cy Young')","('Minnesota Twins', 'Boston   Red Sox')","('Minnesota Twins', 'Cleveland Guardians')","('Minnesota Twins', 'Cy Young')","('3000+ K Career Pitching', 'Boston   Red Sox')","('3000+ K Career Pitching', 'Cleveland Guardians')","('3000+ K Career Pitching', 'Cy Young')"
99,"('Los Angeles Angels', 'Cincinnati Reds')","('Los Angeles Angels', 'Tampa Bay Rays')","('Los Angeles Angels', 'All Star')","('Baltimore Orioles', 'Cincinnati Reds')","('Baltimore Orioles', 'Tampa Bay Rays')","('Baltimore Orioles', 'All Star')","('Atlanta Braves', 'Cincinnati Reds')","('Atlanta Braves', 'Tampa Bay Rays')","('Atlanta Braves', 'All Star')"
100,"('Los Angeles Dodgers', 'Houston Astros')","('Los Angeles Dodgers', 'New York Mets')","('Los Angeles Dodgers', '200+ Hits Season Batting')","('New York Yankees', 'Houston Astros')","('New York Yankees', 'New York Mets')","('New York Yankees', '200+ Hits Season Batting')","('Philadelphia Phillies', 'Houston Astros')","('Philadelphia Phillies', 'New York Mets')","('Philadelphia Phillies', '200+ Hits Season Batting')"
101,"('Arizona Diamondbacks', 'Chicago  White Sox')","('Arizona Diamondbacks', 'Seattle Mariners')","('Arizona Diamondbacks', '100+ RBI Season Batting')","('Miami Marlins', 'Chicago  White Sox')","('Miami Marlins', 'Seattle Mariners')","('Miami Marlins', '100+ RBI Season Batting')","('Rookie of the Year', 'Chicago  White Sox')","('Rookie of the Year', 'Seattle Mariners')","('Rookie of the Year', '100+ RBI Season Batting')"
102,"('Detroit Tigers', 'Colorado Rockies')","('Detroit Tigers', 'San Diego Padres')","('Detroit Tigers', '500+ HR Career Batting')","('Oakland Athletics', 'Colorado Rockies')","('Oakland Athletics', 'San Diego Padres')","('Oakland Athletics', '500+ HR Career Batting')","('San Francisco Giants', 'Colorado Rockies')","('San Francisco Giants', 'San Diego Padres')","('San Francisco Giants', '500+ HR Career Batting')"
103,"('Atlanta Braves', 'Pittsburgh Pirates')","('Atlanta Braves', 'Toronto  Blue Jays')","('Atlanta Braves', '.300+ AVG Season Batting')","('Cincinnati Reds', 'Pittsburgh Pirates')","('Cincinnati Reds', 'Toronto  Blue Jays')","('Cincinnati Reds', '.300+ AVG Season Batting')","('Hall of Fame', 'Pittsburgh Pirates')","('Hall of Fame', 'Toronto  Blue Jays')","('Hall of Fame', '.300+ AVG Season Batting')"
104,"('Cleveland Guardians', 'Baltimore Orioles')","('Cleveland Guardians', 'Kansas City Royals')","('Cleveland Guardians', '300+ Wins Career Pitching')","('New York Mets', 'Baltimore Orioles')","('New York Mets', 'Kansas City Royals')","('New York Mets', '300+ Wins Career Pitching')","('St. Louis Cardinals', 'Baltimore Orioles')","('St. Louis Cardinals', 'Kansas City Royals')","('St. Louis Cardinals', '300+ Wins Career Pitching')"
105,"('Boston   Red Sox', 'Los Angeles Angels')","('Boston   Red Sox', 'Detroit Tigers')","('Boston   Red Sox', '40+ HR Season Batting')","('Chicago Cubs', 'Los Angeles Angels')","('Chicago Cubs', 'Detroit Tigers')","('Chicago Cubs', '40+ HR Season Batting')","('Chicago  White Sox', 'Los Angeles Angels')","('Chicago  White Sox', 'Detroit Tigers')","('Chicago  White Sox', '40+ HR Season Batting')"
106,"('Houston Astros', 'Texas Rangers')","('Houston Astros', 'Washington Nationals')","('Houston Astros', '200+ K Season Pitching')","('Los Angeles Dodgers', 'Texas Rangers')","('Los Angeles Dodgers', 'Washington Nationals')","('Los Angeles Dodgers', '200+ K Season Pitching')","('Gold Glove', 'Texas Rangers')","('Gold Glove', 'Washington Nationals')","('Gold Glove', '200+ K Season Pitching')"
107,"('New York Yankees', 'Philadelphia Phillies')","('New York Yankees', 'Milwaukee Brewers')","('New York Yankees', 'Silver Slugger')","('Minnesota Twins', 'Philadelphia Phillies')","('Minnesota Twins', 'Milwaukee Brewers')","('Minnesota Twins', 'Silver Slugger')","('Miami Marlins', 'Philadelphia Phillies')","('Miami Marlins', 'Milwaukee Brewers')","('Miami Marlins', 'Silver Slugger')"
108,"('Tampa Bay Rays', 'Toronto  Blue Jays')","('Tampa Bay Rays', 'Oakland Athletics')","('Tampa Bay Rays', 'All Star')","('Minnesota Twins', 'Toronto  Blue Jays')","('Minnesota Twins', 'Oakland Athletics')","('Minnesota Twins', 'All Star')","('100+ RBI Season Batting', 'Toronto  Blue Jays')","('100+ RBI Season Batting', 'Oakland Athletics')","('100+ RBI Season Batting', 'All Star')"
109,"('San Francisco Giants', 'Kansas City Royals')","('San Francisco Giants', 'New York Mets')","('San Francisco Giants', '.300+ AVG Career Batting')","('Pittsburgh Pirates', 'Kansas City Royals')","('Pittsburgh Pirates', 'New York Mets')","('Pittsburgh Pirates', '.300+ AVG Career Batting')","('Cincinnati Reds', 'Kansas City Royals')","('Cincinnati Reds', 'New York Mets')","('Cincinnati Reds', '.300+ AVG Career Batting')"
110,"('Colorado Rockies', 'San Diego Padres')","('Colorado Rockies', 'St. Louis Cardinals')","('Colorado Rockies', '30+ SB Season')","('Cleveland Guardians', 'San Diego Padres')","('Cleveland Guardians', 'St. Louis Cardinals')","('Cleveland Guardians', '30+ SB Season')","('Arizona Diamondbacks', 'San Diego Padres')","('Arizona Diamondbacks', 'St. Louis Cardinals')","('Arizona Diamondbacks', '30+ SB Season')"
111,"('Los Angeles Angels', 'Atlanta Braves')","('Los Angeles Angels', 'Detroit Tigers')","('Los Angeles Angels', 'MVP')","('Texas Rangers', 'Atlanta Braves')","('Texas Rangers', 'Detroit Tigers')","('Texas Rangers', 'MVP')","('Rookie of the Year', 'Atlanta Braves')","('Rookie of the Year', 'Detroit Tigers')","('Rookie of the Year', 'MVP')"
112,"('Minnesota Twins', 'Chicago Cubs')","('Minnesota Twins', 'Chicago  White Sox')","('Minnesota Twins', 'Baltimore Orioles')","('Los Angeles Dodgers', 'Chicago Cubs')","('Los Angeles Dodgers', 'Chicago  White Sox')","('Los Angeles Dodgers', 'Baltimore Orioles')","('Washington Nationals', 'Chicago Cubs')","('Washington Nationals', 'Chicago  White Sox')","('Washington Nationals', 'Baltimore Orioles')"
113,"('New York Yankees', 'Boston   Red Sox')","('New York Yankees', 'Tampa Bay Rays')","('New York Yankees', 'Hall of Fame')","('Seattle Mariners', 'Boston   Red Sox')","('Seattle Mariners', 'Tampa Bay Rays')","('Seattle Mariners', 'Hall of Fame')","('300+ Save Career Pitching', 'Boston   Red Sox')","('300+ Save Career Pitching', 'Tampa Bay Rays')","('300+ Save Career Pitching', 'Hall of Fame')"
114,"('Toronto  Blue Jays', 'Cleveland Guardians')","('Toronto  Blue Jays', 'Philadelphia Phillies')","('Toronto  Blue Jays', '200+ Hits Season Batting')","('Milwaukee Brewers', 'Cleveland Guardians')","('Milwaukee Brewers', 'Philadelphia Phillies')","('Milwaukee Brewers', '200+ Hits Season Batting')","('100+ RBI Season Batting', 'Cleveland Guardians')","('100+ RBI Season Batting', 'Philadelphia Phillies')","('100+ RBI Season Batting', '200+ Hits Season Batting')"
115,"('Kansas City Royals', 'Houston Astros')","('Kansas City Royals', 'Miami Marlins')","('Kansas City Royals', 'All Star')","('Oakland Athletics', 'Houston Astros')","('Oakland Athletics', 'Miami Marlins')","('Oakland Athletics', 'All Star')","('New York Mets', 'Houston Astros')","('New York Mets', 'Miami Marlins')","('New York Mets', 'All Star')"
116,"('St. Louis Cardinals', 'San Francisco Giants')","('St. Louis Cardinals', 'San Diego Padres')","('St. Louis Cardinals', 'Gold Glove')","('Los Angeles Angels', 'San Francisco Giants')","('Los Angeles Angels', 'San Diego Padres')","('Los Angeles Angels', 'Gold Glove')","('40+ HR Season Batting', 'San Francisco Giants')","('40+ HR Season Batting', 'San Diego Padres')","('40+ HR Season Batting', 'Gold Glove')"
